item_id,property,value
1892,brand,brand_val_7
1892,color,color_val_8
1893,color,color_val_5
1893,price,price_val_9
1893,category,category_val_4
1894,color,color_val_4
1894,price,price_val_7
1895,color,color_val_1
1896,price,price_val_6
1897,category,category_val_3
1897,brand,brand_val_7
1897,price,price_val_4
1898,price,price_val_8
1898,brand,brand_val_5
1898,color,color_val_1
1899,color,color_val_4
1899,brand,brand_val_9
1900,category,category_val_2
1901,brand,brand_val_1
1901,color,color_val_3
1902,brand,brand_val_0
1903,category,category_val_6
1904,category,category_val_0
1904,color,color_val_3
1905,price,price_val_1
1906,category,category_val_9
1906,color,color_val_4
1907,category,category_val_5
1907,color,color_val_7
1908,color,color_val_9
1908,price,price_val_6
1909,price,price_val_4
1909,brand,brand_val_1
1909,color,color_val_0
1910,brand,brand_val_7
1910,color,color_val_7
1910,category,category_val_4
1911,category,category_val_2
1911,price,price_val_8
1911,color,color_val_5
1912,price,price_val_7
1912,color,color_val_5
1913,category,category_val_5
1913,price,price_val_7
1913,brand,brand_val_0
1914,price,price_val_7
1915,color,color_val_3
1915,category,category_val_7
1915,brand,brand_val_4
1916,color,color_val_8
1917,brand,brand_val_6
1917,price,price_val_0
1918,color,color_val_0
1918,price,price_val_3
1919,color,color_val_2
1920,brand,brand_val_7
1920,price,price_val_3
1921,category,category_val_1
1922,category,category_val_9
1923,brand,brand_val_3
1923,color,color_val_8
1923,price,price_val_9
1924,category,category_val_8
1925,color,color_val_2
1925,price,price_val_6
1925,brand,brand_val_9
1926,color,color_val_1
1927,category,category_val_3
1927,color,color_val_6
1927,brand,brand_val_7
1928,category,category_val_7
1928,price,price_val_5
1928,brand,brand_val_2
1929,brand,brand_val_1
1929,price,price_val_7
1930,brand,brand_val_3
1930,category,category_val_9
1930,price,price_val_7
1931,category,category_val_0
1931,color,color_val_0
1932,brand,brand_val_5
1932,price,price_val_7
1932,category,category_val_8
1933,color,color_val_1
1934,brand,brand_val_7
1935,brand,brand_val_9
1936,color,color_val_5
1936,brand,brand_val_4
1937,brand,brand_val_6
1937,color,color_val_5
1937,price,price_val_9
1938,category,category_val_7
1939,brand,brand_val_4
1940,category,category_val_9
1940,price,price_val_3
1940,color,color_val_1
1941,color,color_val_2
1941,category,category_val_2
1942,category,category_val_5
1942,color,color_val_2
1943,color,color_val_6
1944,color,color_val_3
1944,category,category_val_6
1945,category,category_val_2
1945,color,color_val_1
1946,price,price_val_2
1946,brand,brand_val_3
1946,category,category_val_6
1947,category,category_val_4
1948,category,category_val_7
1949,category,category_val_8
1949,price,price_val_9
1949,brand,brand_val_0
1950,category,category_val_2
1950,price,price_val_4
1950,brand,brand_val_5
1951,color,color_val_0
1952,color,color_val_8
1952,category,category_val_5
1953,category,category_val_9
1953,brand,brand_val_3
1954,color,color_val_9
1954,price,price_val_8
1955,category,category_val_6
1955,color,color_val_0
1955,brand,brand_val_2
1956,color,color_val_8
1956,category,category_val_6
1956,price,price_val_9
1957,price,price_val_2
1958,category,category_val_8
1958,color,color_val_6
1958,price,price_val_7
1959,brand,brand_val_4
1960,color,color_val_0
1961,color,color_val_7
1961,price,price_val_3
1962,color,color_val_0
1962,brand,brand_val_2
1963,price,price_val_2
1964,price,price_val_6
1965,brand,brand_val_6
1966,brand,brand_val_8
1966,color,color_val_2
1966,price,price_val_5
1967,brand,brand_val_7
1968,category,category_val_1
1968,price,price_val_3
1969,brand,brand_val_3
1969,price,price_val_5
1969,color,color_val_8
1970,color,color_val_5
1971,price,price_val_5
1971,category,category_val_6
1971,brand,brand_val_6
1972,brand,brand_val_9
1973,price,price_val_2
1973,color,color_val_7
1974,brand,brand_val_9
1975,color,color_val_1
1975,category,category_val_5
1975,price,price_val_1
1976,brand,brand_val_3
1977,category,category_val_1
1977,brand,brand_val_9
1977,price,price_val_2
1978,price,price_val_8
1979,category,category_val_5
1979,price,price_val_1
1980,brand,brand_val_7
1980,price,price_val_5
1981,brand,brand_val_5
1981,price,price_val_8
1981,category,category_val_3
1982,category,category_val_4
1983,price,price_val_6
1983,color,color_val_3
1984,color,color_val_6
1984,category,category_val_4
1984,brand,brand_val_5
1985,brand,brand_val_3
1986,brand,brand_val_1
1986,color,color_val_9
1987,category,category_val_2
1987,color,color_val_0
1987,price,price_val_6
1988,price,price_val_8
1989,color,color_val_1
1989,category,category_val_5
1990,brand,brand_val_2
1990,category,category_val_4
1990,price,price_val_5
1991,price,price_val_8
1992,price,price_val_1
1993,category,category_val_8
1993,price,price_val_4
1994,color,color_val_7
1994,price,price_val_1
1995,price,price_val_3
1996,brand,brand_val_9
1997,brand,brand_val_7
1997,category,category_val_3
1998,brand,brand_val_1
1998,category,category_val_9
1999,price,price_val_9
1999,color,color_val_1
1999,brand,brand_val_7
2000,category,category_val_8
2000,price,price_val_1
2001,category,category_val_1
2001,price,price_val_9
2001,color,color_val_1
2002,category,category_val_6
2003,brand,brand_val_0
2003,color,color_val_2
2004,color,color_val_4
2005,brand,brand_val_8
2005,category,category_val_8
2006,color,color_val_1
2006,category,category_val_9
2006,price,price_val_1
2007,price,price_val_7
2007,brand,brand_val_3
2008,price,price_val_6
2008,category,category_val_3
2008,color,color_val_0
2009,color,color_val_1
2010,color,color_val_4
2011,category,category_val_0
2011,color,color_val_5
2012,brand,brand_val_7
2012,price,price_val_3
2012,category,category_val_8
2013,price,price_val_9
2013,brand,brand_val_8
2014,brand,brand_val_9
2015,category,category_val_8
2015,price,price_val_0
2015,color,color_val_9
2016,color,color_val_1
2017,category,category_val_1
2018,color,color_val_1
2018,brand,brand_val_4
2018,price,price_val_5
2019,category,category_val_8
2019,brand,brand_val_4
2019,color,color_val_1
2020,color,color_val_4
2020,brand,brand_val_0
2021,color,color_val_4
2022,color,color_val_2
2023,category,category_val_0
2024,color,color_val_8
2024,price,price_val_2
2025,brand,brand_val_4
2025,color,color_val_7
2026,price,price_val_1
2026,category,category_val_9
2027,color,color_val_5
2027,price,price_val_9
2027,category,category_val_9
2028,color,color_val_2
2028,brand,brand_val_1
2029,color,color_val_0
2029,category,category_val_0
2030,category,category_val_2
2030,brand,brand_val_8
2030,color,color_val_3
2031,category,category_val_6
2031,color,color_val_5
2032,brand,brand_val_6
2032,price,price_val_0
2033,color,color_val_3
2034,price,price_val_2
2034,brand,brand_val_3
2035,color,color_val_9
2035,brand,brand_val_0
2036,brand,brand_val_1
2036,color,color_val_7
2037,color,color_val_2
2037,brand,brand_val_7
2037,price,price_val_0
2038,price,price_val_9
2038,brand,brand_val_7
2038,color,color_val_5
2039,color,color_val_3
2039,price,price_val_3
2040,brand,brand_val_3
2040,category,category_val_0
2040,price,price_val_3
2041,category,category_val_1
2041,color,color_val_2
2041,price,price_val_3
2042,color,color_val_5
2043,color,color_val_5
2044,category,category_val_2
2045,brand,brand_val_8
2046,color,color_val_8
2046,brand,brand_val_5
2046,price,price_val_6
2047,brand,brand_val_6
2047,category,category_val_4
2047,color,color_val_8
2048,category,category_val_2
2049,color,color_val_7
2049,price,price_val_1
2049,brand,brand_val_1
2050,category,category_val_7
2051,price,price_val_2
2051,brand,brand_val_9
2052,brand,brand_val_4
2053,price,price_val_2
2054,price,price_val_5
2054,brand,brand_val_8
2055,brand,brand_val_3
2055,category,category_val_7
2056,brand,brand_val_3
2057,category,category_val_3
2057,color,color_val_8
2057,price,price_val_1
2058,brand,brand_val_9
2058,category,category_val_2
2059,color,color_val_1
2059,category,category_val_3
2060,brand,brand_val_8
2061,color,color_val_1
2061,brand,brand_val_6
2061,price,price_val_4
2062,brand,brand_val_6
2063,color,color_val_4
2063,brand,brand_val_3
2063,price,price_val_0
2064,price,price_val_8
2064,color,color_val_3
2064,category,category_val_2
2065,color,color_val_4
2066,category,category_val_6
2066,brand,brand_val_0
2067,category,category_val_9
2067,price,price_val_0
2067,brand,brand_val_3
2068,category,category_val_7
2068,color,color_val_5
2068,price,price_val_7
2069,color,color_val_2
2069,brand,brand_val_9
2070,color,color_val_2
2070,brand,brand_val_7
2071,category,category_val_0
2071,brand,brand_val_9
2071,price,price_val_7
2072,price,price_val_5
2072,category,category_val_2
2073,price,price_val_1
2073,brand,brand_val_3
2073,category,category_val_1
2074,category,category_val_7
2074,brand,brand_val_1
2074,color,color_val_8
2075,color,color_val_9
2075,brand,brand_val_1
2075,category,category_val_8
2076,color,color_val_4
2076,category,category_val_3
2076,brand,brand_val_2
2077,category,category_val_1
2077,brand,brand_val_4
2078,color,color_val_2
2078,brand,brand_val_6
2079,price,price_val_3
2079,brand,brand_val_7
2080,price,price_val_8
2080,color,color_val_4
2080,brand,brand_val_3
2081,price,price_val_3
2082,price,price_val_0
2083,brand,brand_val_4
2083,category,category_val_2
2084,brand,brand_val_1
2085,category,category_val_3
2085,price,price_val_6
2085,brand,brand_val_6
2086,color,color_val_7
2087,color,color_val_2
2087,category,category_val_6
2087,brand,brand_val_1
2088,brand,brand_val_0
2088,category,category_val_3
2089,brand,brand_val_3
2089,category,category_val_4
2090,category,category_val_9
2090,brand,brand_val_2
2090,price,price_val_0
2091,brand,brand_val_7
2091,price,price_val_8
2091,color,color_val_9
2092,color,color_val_0
2093,price,price_val_1
2093,category,category_val_1
2093,brand,brand_val_6
2094,price,price_val_5
2095,color,color_val_8
2095,price,price_val_5
2096,color,color_val_4
2096,price,price_val_2
2097,color,color_val_8
2097,brand,brand_val_0
2097,price,price_val_9
2098,category,category_val_8
2098,price,price_val_2
2098,color,color_val_5
2099,brand,brand_val_5
2100,brand,brand_val_0
2100,color,color_val_3
2100,price,price_val_4
2101,brand,brand_val_3
2101,price,price_val_1
2102,price,price_val_0
2102,category,category_val_9
2103,price,price_val_8
2103,color,color_val_0
2103,category,category_val_6
2104,brand,brand_val_7
2104,price,price_val_6
2105,color,color_val_9
2105,price,price_val_3
2106,color,color_val_9
2107,price,price_val_9
2107,brand,brand_val_8
2108,brand,brand_val_9
2109,category,category_val_2
2109,price,price_val_6
2110,brand,brand_val_0
2110,category,category_val_3
2111,price,price_val_2
2111,color,color_val_0
2111,brand,brand_val_6
2112,category,category_val_7
2112,color,color_val_9
2113,category,category_val_0
2114,brand,brand_val_5
2114,category,category_val_0
2114,color,color_val_0
2115,brand,brand_val_1
2116,price,price_val_5
2116,brand,brand_val_2
2117,brand,brand_val_0
2118,color,color_val_8
2118,brand,brand_val_7
2118,price,price_val_9
2119,category,category_val_6
2120,category,category_val_4
2120,color,color_val_0
2121,category,category_val_7
2121,brand,brand_val_6
2122,category,category_val_4
2122,price,price_val_0
2123,brand,brand_val_4
2123,price,price_val_4
2123,color,color_val_3
2124,brand,brand_val_8
2125,color,color_val_8
2125,price,price_val_6
2126,color,color_val_6
2127,brand,brand_val_1
2127,category,category_val_9
2128,category,category_val_1
2128,color,color_val_7
2129,price,price_val_8
2129,category,category_val_8
2129,color,color_val_6
2130,category,category_val_1
2130,brand,brand_val_9
2131,brand,brand_val_1
2131,category,category_val_6
2132,brand,brand_val_2
2132,price,price_val_6
2132,color,color_val_1
2133,category,category_val_2
2133,brand,brand_val_9
2134,category,category_val_9
2134,color,color_val_5
2134,price,price_val_5
2135,color,color_val_8
2135,price,price_val_9
2135,brand,brand_val_2
2136,color,color_val_7
2136,price,price_val_1
2137,brand,brand_val_3
2137,price,price_val_3
2137,color,color_val_8
2138,color,color_val_2
2138,category,category_val_0
2138,price,price_val_3
2139,price,price_val_9
2140,category,category_val_9
2140,brand,brand_val_9
2140,color,color_val_6
2141,price,price_val_9
2141,color,color_val_9
2142,color,color_val_7
2142,price,price_val_9
2142,brand,brand_val_6
2143,color,color_val_8
2143,price,price_val_9
2144,category,category_val_5
2145,category,category_val_7
2146,color,color_val_7
2146,price,price_val_1
2147,category,category_val_0
2147,price,price_val_7
2148,category,category_val_3
2149,category,category_val_1
2149,brand,brand_val_7
2150,brand,brand_val_2
2151,category,category_val_4
2151,brand,brand_val_6
2152,price,price_val_2
2152,color,color_val_7
2152,category,category_val_4
2153,color,color_val_5
2153,price,price_val_6
2154,price,price_val_5
2154,brand,brand_val_9
2155,brand,brand_val_8
2155,color,color_val_6
2156,price,price_val_3
2157,price,price_val_1
2157,color,color_val_0
2157,brand,brand_val_8
2158,category,category_val_8
2159,color,color_val_5
2159,price,price_val_7
2160,price,price_val_7
2160,category,category_val_5
2161,price,price_val_5
2162,category,category_val_0
2162,color,color_val_5
2163,color,color_val_7
2163,brand,brand_val_6
2164,price,price_val_8
2164,category,category_val_5
2165,price,price_val_1
2165,category,category_val_0
2165,color,color_val_6
2166,color,color_val_9
2166,price,price_val_2
2166,brand,brand_val_9
2167,color,color_val_2
2167,price,price_val_8
2167,brand,brand_val_9
2168,color,color_val_4
2168,category,category_val_1
2168,brand,brand_val_2
2169,price,price_val_6
2170,color,color_val_0
2171,price,price_val_1
2172,category,category_val_8
2172,color,color_val_3
2173,color,color_val_5
2174,price,price_val_7
2174,brand,brand_val_7
2174,color,color_val_6
2175,brand,brand_val_0
2175,category,category_val_0
2176,category,category_val_6
2177,category,category_val_8
2177,brand,brand_val_6
2178,color,color_val_6
2178,brand,brand_val_8
2178,category,category_val_9
2179,color,color_val_1
2180,color,color_val_1
2181,color,color_val_4
2182,category,category_val_3
2183,category,category_val_9
2183,price,price_val_7
2184,category,category_val_5
2184,price,price_val_7
2184,brand,brand_val_6
2185,brand,brand_val_5
2186,brand,brand_val_8
2186,price,price_val_3
2186,color,color_val_6
2187,category,category_val_0
2187,color,color_val_5
2188,price,price_val_2
2188,brand,brand_val_5
2188,color,color_val_7
2189,brand,brand_val_5
2189,price,price_val_1
2190,color,color_val_8
2191,color,color_val_3
2191,category,category_val_7
2192,brand,brand_val_2
2193,color,color_val_6
2193,brand,brand_val_2
2193,price,price_val_7
2194,brand,brand_val_4
2195,price,price_val_2
2195,brand,brand_val_0
2195,color,color_val_4
2196,color,color_val_0
2196,brand,brand_val_9
2196,category,category_val_5
2197,category,category_val_7
2198,color,color_val_6
2198,brand,brand_val_1
2198,price,price_val_0
2199,brand,brand_val_7
2200,brand,brand_val_8
2200,price,price_val_4
2201,category,category_val_1
2201,color,color_val_1
2202,price,price_val_5
2202,category,category_val_7
2202,color,color_val_5
2203,price,price_val_0
2203,category,category_val_3
2203,color,color_val_0
2204,price,price_val_3
2204,category,category_val_7
2204,color,color_val_2
2205,category,category_val_9
2206,color,color_val_6
2206,category,category_val_6
2207,brand,brand_val_0
2208,category,category_val_1
2209,color,color_val_1
2209,price,price_val_5
2210,color,color_val_9
2210,brand,brand_val_9
2211,brand,brand_val_2
2212,price,price_val_1
2213,color,color_val_8
2213,category,category_val_9
2214,color,color_val_7
2215,price,price_val_5
2215,brand,brand_val_2
2216,brand,brand_val_0
2217,color,color_val_8
2217,category,category_val_4
2217,price,price_val_3
2218,price,price_val_0
2218,brand,brand_val_1
2218,color,color_val_1
2219,price,price_val_7
2219,category,category_val_8
2219,color,color_val_3
2220,price,price_val_7
2220,category,category_val_6
2220,color,color_val_9
2221,color,color_val_7
2222,brand,brand_val_1
2222,color,color_val_3
2223,category,category_val_5
2223,price,price_val_4
2224,brand,brand_val_5
2225,category,category_val_6
2225,color,color_val_3
2225,price,price_val_0
2226,color,color_val_5
2226,price,price_val_8
2226,category,category_val_2
2227,category,category_val_3
2228,brand,brand_val_6
2228,category,category_val_8
2229,color,color_val_8
2229,category,category_val_4
2229,brand,brand_val_5
2230,category,category_val_8
2230,price,price_val_5
2231,brand,brand_val_5
2232,brand,brand_val_7
2232,color,color_val_8
2233,category,category_val_3
2233,brand,brand_val_6
2233,color,color_val_5
2234,price,price_val_8
2234,color,color_val_1
2235,brand,brand_val_2
2235,price,price_val_2
2235,category,category_val_6
2236,category,category_val_6
2236,color,color_val_2
2236,price,price_val_9
2237,brand,brand_val_1
2237,color,color_val_8
2237,price,price_val_7
2238,brand,brand_val_5
2238,price,price_val_2
2239,brand,brand_val_2
2239,price,price_val_7
2239,color,color_val_5
2240,category,category_val_8
2240,price,price_val_3
2240,brand,brand_val_3
2241,brand,brand_val_2
2242,brand,brand_val_4
2243,category,category_val_5
2244,brand,brand_val_6
2245,price,price_val_0
2245,brand,brand_val_5
2246,price,price_val_6
2246,brand,brand_val_1
2246,category,category_val_3
2247,color,color_val_4
2248,price,price_val_1
2248,category,category_val_9
2248,color,color_val_7
2249,brand,brand_val_5
2249,color,color_val_9
2250,price,price_val_4
2251,category,category_val_7
2251,color,color_val_2
2252,color,color_val_0
2252,brand,brand_val_6
2252,price,price_val_1
2253,brand,brand_val_4
2253,category,category_val_5
2253,price,price_val_8
2254,color,color_val_8
2254,brand,brand_val_1
2254,price,price_val_7
2255,brand,brand_val_6
2255,price,price_val_6
2255,category,category_val_4
2256,category,category_val_8
2257,brand,brand_val_3
2258,brand,brand_val_3
2258,color,color_val_4
2259,price,price_val_7
2259,category,category_val_2
2259,color,color_val_5
2260,category,category_val_9
2260,color,color_val_1
2260,brand,brand_val_0
2261,color,color_val_2
2261,price,price_val_9
2262,category,category_val_4
2263,price,price_val_5
2263,brand,brand_val_8
2263,category,category_val_6
2264,brand,brand_val_1
2265,category,category_val_4
2266,category,category_val_4
2266,price,price_val_2
2267,category,category_val_7
2267,color,color_val_8
2267,brand,brand_val_2
2268,category,category_val_6
2268,price,price_val_0
2269,brand,brand_val_8
2269,price,price_val_3
2269,category,category_val_0
2270,price,price_val_7
2271,price,price_val_6
2272,color,color_val_6
2273,category,category_val_9
2274,category,category_val_5
2275,category,category_val_9
2276,category,category_val_6
2276,price,price_val_8
2276,color,color_val_6
2277,category,category_val_1
2278,color,color_val_5
2278,price,price_val_5
2279,brand,brand_val_8
2280,color,color_val_2
2280,category,category_val_8
2281,color,color_val_4
2281,price,price_val_5
2282,brand,brand_val_5
2283,color,color_val_5
2284,brand,brand_val_1
2285,color,color_val_3
2286,price,price_val_4
2286,category,category_val_5
2286,brand,brand_val_6
2287,category,category_val_5
2287,brand,brand_val_4
2288,price,price_val_8
2289,category,category_val_4
2289,color,color_val_8
2289,price,price_val_6
2290,category,category_val_9
2290,price,price_val_9
2290,brand,brand_val_7
2291,price,price_val_8
2291,brand,brand_val_8
2291,color,color_val_2
2292,price,price_val_9
2292,color,color_val_0
2293,brand,brand_val_3
2293,category,category_val_9
2294,price,price_val_5
2295,brand,brand_val_7
2295,category,category_val_2
2296,color,color_val_0
2296,price,price_val_3
2297,color,color_val_2
2297,brand,brand_val_7
2298,category,category_val_2
2298,brand,brand_val_9
2298,price,price_val_8
2299,price,price_val_8
2299,category,category_val_2
2299,color,color_val_3
2300,color,color_val_4
2300,price,price_val_9
2300,brand,brand_val_3
2301,category,category_val_6
2301,brand,brand_val_6
2301,price,price_val_2
2302,color,color_val_9
2302,category,category_val_4
2302,brand,brand_val_7
2303,color,color_val_4
2303,category,category_val_3
2303,brand,brand_val_9
2304,brand,brand_val_8
2304,color,color_val_4
2305,category,category_val_7
2305,brand,brand_val_4
2305,price,price_val_2
2306,price,price_val_5
2306,brand,brand_val_9
2307,brand,brand_val_4
2307,category,category_val_3
2308,price,price_val_2
2309,category,category_val_4
2309,color,color_val_3
2309,price,price_val_5
2310,brand,brand_val_6
2311,category,category_val_1
2311,brand,brand_val_3
2311,price,price_val_7
2312,brand,brand_val_9
2312,price,price_val_9
2313,brand,brand_val_7
2314,price,price_val_1
2315,color,color_val_2
2315,brand,brand_val_6
2316,category,category_val_0
2316,price,price_val_2
2316,color,color_val_3
2317,color,color_val_3
2317,category,category_val_6
2317,brand,brand_val_6
2318,brand,brand_val_4
2319,category,category_val_3
2319,price,price_val_6
2320,color,color_val_7
2320,category,category_val_1
2320,price,price_val_3
2321,color,color_val_1
2321,price,price_val_7
2322,color,color_val_8
2322,category,category_val_7
2323,price,price_val_8
2323,color,color_val_2
2323,category,category_val_6
2324,color,color_val_8
2325,brand,brand_val_3
2326,color,color_val_8
2327,price,price_val_8
2327,brand,brand_val_0
2328,brand,brand_val_1
2328,category,category_val_1
2329,category,category_val_1
2329,price,price_val_9
2329,brand,brand_val_8
2330,color,color_val_3
2330,brand,brand_val_3
2330,category,category_val_7
2331,price,price_val_8
2332,brand,brand_val_2
2332,price,price_val_8
2332,category,category_val_7
2333,category,category_val_0
2334,brand,brand_val_0
2334,price,price_val_1
2334,category,category_val_3
2335,category,category_val_3
2335,brand,brand_val_2
2336,color,color_val_5
2336,brand,brand_val_9
2336,price,price_val_8
2337,brand,brand_val_9
2338,color,color_val_9
2338,brand,brand_val_3
2338,price,price_val_1
2339,category,category_val_4
2340,price,price_val_6
2340,category,category_val_9
2341,brand,brand_val_5
2341,category,category_val_6
2342,category,category_val_6
2343,category,category_val_2
2343,color,color_val_4
2343,brand,brand_val_4
2344,price,price_val_4
2344,brand,brand_val_3
2345,brand,brand_val_9
2346,color,color_val_7
2346,price,price_val_8
2347,category,category_val_6
2347,brand,brand_val_0
2348,color,color_val_8
2349,brand,brand_val_8
2349,color,color_val_7
2350,color,color_val_8
2351,color,color_val_8
2351,brand,brand_val_2
2352,brand,brand_val_8
2352,price,price_val_7
2353,price,price_val_3
2353,brand,brand_val_8
2353,category,category_val_4
2354,brand,brand_val_9
2354,price,price_val_4
2355,brand,brand_val_5
2355,category,category_val_1
2355,color,color_val_5
2356,brand,brand_val_9
2356,price,price_val_6
2357,brand,brand_val_3
2357,color,color_val_0
2357,price,price_val_4
2358,brand,brand_val_1
2359,price,price_val_6
2360,color,color_val_7
2361,brand,brand_val_8
2362,brand,brand_val_8
2362,category,category_val_4
2363,price,price_val_9
2363,color,color_val_3
2363,category,category_val_3
2364,brand,brand_val_5
2364,color,color_val_6
2365,color,color_val_5
2366,category,category_val_8
2366,price,price_val_2
2366,color,color_val_4
2367,category,category_val_1
2367,brand,brand_val_4
2367,color,color_val_7
2368,price,price_val_2
2368,category,category_val_6
2369,brand,brand_val_6
2369,category,category_val_6
2369,price,price_val_1
2370,brand,brand_val_7
2371,price,price_val_7
2372,color,color_val_9
2372,brand,brand_val_4
2372,category,category_val_4
2373,category,category_val_4
2373,brand,brand_val_9
2374,color,color_val_7
2375,category,category_val_0
2375,color,color_val_4
2376,category,category_val_4
2376,brand,brand_val_9
2377,brand,brand_val_4
2378,category,category_val_4
2379,color,color_val_2
2379,brand,brand_val_6
2379,price,price_val_6
2380,color,color_val_2
2381,price,price_val_6
2381,color,color_val_5
2381,brand,brand_val_1
2382,brand,brand_val_7
2383,price,price_val_1
2384,price,price_val_7
2384,category,category_val_9
2385,category,category_val_6
2385,price,price_val_2
2386,price,price_val_6
2386,category,category_val_8
2386,brand,brand_val_9
2387,brand,brand_val_9
2388,brand,brand_val_8
2388,price,price_val_6
2389,category,category_val_5
2390,brand,brand_val_3
2390,category,category_val_9
2390,color,color_val_6
2391,brand,brand_val_3
2392,category,category_val_5
2392,brand,brand_val_5
2393,category,category_val_5
2393,color,color_val_3
2394,price,price_val_6
2395,brand,brand_val_0
2396,color,color_val_8
2397,brand,brand_val_2
2397,color,color_val_7
2397,category,category_val_4
2398,category,category_val_7
2398,color,color_val_3
2398,price,price_val_5
2399,color,color_val_1
2399,brand,brand_val_8
2400,price,price_val_9
2400,category,category_val_1
